Age,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
27,Sales,Manager,Master,111830,16,2,4,1,0
48,Operations,Senior,High School,21561,8,1,2,0,1
36,IT,Junior,High School,112331,8,1,1,1,1
57,Sales,Executive,High School,22285,16,2,2,1,1
23,Finance,Executive,Master,144633,10,4,3,0,0
39,Operations,Senior,Master,48271,15,1,3,0,0
32,IT,Manager,High School,57559,3,1,4,1,1
39,IT,Senior,Bachelor,163128,19,3,3,1,0
31,HR,Senior,High School,115785,7,2,4,1,1
23,IT,Executive,PhD,102532,7,4,3,1,0
22,Operations,Manager,PhD,112941,18,3,3,0,0
46,Finance,Junior,Bachelor,147299,14,1,4,1,0
42,HR,Manager,Bachelor,137697,6,2,2,0,1
37,Operations,Senior,Bachelor,45462,17,1,1,1,1
54,IT,Executive,PhD,54643,12,1,4,0,0
35,Operations,Senior,PhD,86044,16,1,4,1,0
32,Operations,Executive,High School,33698,1,2,1,1,1
36,Finance,Senior,Master,58002,12,3,2,0,0
36,IT,Senior,Master,77021,14,4,2,0,0
59,Sales,Junior,PhD,159085,16,2,4,1,0
26,HR,Junior,Bachelor,186533,10,3,3,1,0
28,Finance,Senior,Master,188900,3,1,2,0,1
45,HR,Senior,Bachelor,140759,0,1,1,0,1
39,IT,Junior,PhD,60202,10,1,1,1,1
39,HR,Junior,Bachelor,44112,1,1,4,1,1
32,Operations,Senior,PhD,92285,3,3,3,0,0
29,Operations,Manager,High School,90218,12,3,2,1,0
49,Operations,Junior,PhD,66141,15,4,3,1,0
47,Sales,Executive,PhD,186712,5,2,3,0,0
25,Operations,Manager,High School,171877,5,1,1,1,1
46,Operations,Senior,High School,102418,17,2,4,0,0
50,IT,Senior,High School,48890,4,1,4,0,0
34,Operations,Junior,Master,90578,13,1,3,0,0
53,Sales,Manager,PhD,72026,2,4,1,0,0
55,Sales,Executive,High School,106292,6,3,2,1,0
31,Finance,Manager,High School,54098,18,1,4,1,1
24,Sales,Senior,High School,79796,15,1,2,1,1
53,Operations,Senior,Master,99083,7,3,1,1,0
26,HR,Executive,Master,190649,1,3,1,0,0
48,Finance,Senior,High School,27805,13,3,1,1,1
30,Sales,Executive,High School,104467,1,4,4,1,0
56,Finance,Executive,Master,97998,16,3,3,0,0
46,IT,Senior,High School,117461,15,2,3,1,0
50,Operations,Executive,PhD,55811,14,4,1,0,0
42,Operations,Senior,Bachelor,72201,17,2,1,1,1
25,Finance,Manager,Master,143647,1,4,1,0,0
22,Sales,Senior,Bachelor,132671,14,4,3,0,0
53,HR,Executive,PhD,60510,15,2,2,0,1
36,Sales,Senior,Bachelor,146464,15,1,2,0,1
27,Finance,Executive,High School,128941,8,4,2,1,0
41,Sales,Senior,High School,157863,14,1,1,1,1
55,Finance,Senior,Bachelor,26588,16,1,1,1,1
42,Operations,Executive,PhD,141702,11,2,4,1,1
42,Operations,Junior,Master,134741,4,1,1,1,1
26,Operations,Senior,High School,111153,10,2,1,0,0
53,Finance,Executive,Bachelor,114884,10,4,1,1,0
59,Operations,Junior,Master,181688,17,3,3,1,0
45,IT,Junior,PhD,38527,9,1,1,1,1
38,HR,Manager,Master,52064,0,1,3,1,1
55,Finance,Manager,High School,88026,3,3,1,1,0
44,Operations,Senior,High School,24057,3,2,1,1,1
43,IT,Executive,High School,124374,10,4,2,0,0
53,Sales,Senior,Bachelor,65366,14,1,2,1,1
49,HR,Executive,Bachelor,48935,12,2,1,0,1
30,HR,Manager,Master,36293,10,2,4,1,1
35,Operations,Junior,Master,137669,14,1,3,1,0
30,Finance,Executive,Bachelor,171667,3,2,2,0,1
46,Finance,Senior,Bachelor,84354,2,1,3,0,0
49,IT,Junior,High School,105626,2,2,3,1,0
54,Finance,Junior,PhD,157972,17,4,2,0,0
38,Operations,Senior,High School,21069,12,3,2,1,1
22,HR,Senior,Bachelor,117148,17,4,3,0,0
45,HR,Executive,Master,56456,3,2,3,1,1
41,HR,Senior,High School,35238,6,1,2,1,1
51,Operations,Executive,High School,35423,7,3,2,1,1
42,Sales,Senior,Bachelor,62222,14,2,4,1,1
29,Operations,Senior,PhD,35765,17,2,4,1,1
47,HR,Junior,Master,107793,17,3,3,1,0
45,HR,Junior,Bachelor,121382,14,2,3,1,1
45,Finance,Manager,Master,114409,14,2,1,1,1
47,HR,Junior,High School,90028,8,4,2,0,0
30,IT,Junior,Bachelor,128252,11,3,2,0,0
50,Operations,Senior,Master,88621,4,4,4,1,0
24,Finance,Junior,High School,116672,8,3,3,0,0
41,Finance,Junior,Master,139241,17,4,4,1,0
50,Sales,Executive,PhD,76287,10,1,1,1,1
53,Sales,Executive,Master,167541,4,3,2,0,0
46,HR,Manager,High School,144435,13,2,1,0,1
22,IT,Junior,PhD,94011,8,1,1,0,1
43,IT,Executive,Bachelor,136070,10,3,3,0,0
51,Finance,Manager,Bachelor,188352,2,1,1,1,1
24,Operations,Manager,High School,111687,8,4,4,0,0
40,Sales,Junior,PhD,51810,11,1,3,0,0
45,Finance,Junior,High School,89303,0,4,1,1,1
21,Sales,Junior,Bachelor,29254,7,3,1,1,1
22,Sales,Executive,High School,198702,1,4,1,1,1
26,IT,Manager,Bachelor,151785,7,3,1,1,0
27,Finance,Manager,Master,170329,14,1,1,1,1
24,IT,Manager,PhD,174211,2,3,4,0,0
38,IT,Junior,Bachelor,24844,14,4,4,1,0
25,Finance,Manager,PhD,140475,9,1,4,0,0
45,Operations,Executive,Master,98345,2,2,1,0,1
21,Sales,Senior,PhD,62852,5,4,3,1,0
54,IT,Manager,Master,31711,6,1,2,1,1
23,Operations,Executive,Master,89224,6,2,3,0,0
37,HR,Junior,Bachelor,87932,5,4,2,1,1
52,Finance,Junior,High School,111670,14,3,1,1,1
44,HR,Senior,Master,149471,14,2,2,0,1
22,HR,Senior,High School,20702,12,3,2,1,1
21,Finance,Junior,High School,93171,14,4,2,1,0
54,Sales,Junior,High School,40124,14,2,3,0,0
28,Operations,Junior,High School,151148,10,3,2,0,0
29,HR,Senior,Master,174493,7,3,2,1,0
48,HR,Junior,Bachelor,26319,12,3,3,1,0
39,Operations,Junior,High School,177185,4,2,4,1,1
40,HR,Senior,PhD,185557,15,2,3,1,1
27,Finance,Executive,Bachelor,138105,0,1,2,0,1
55,Operations,Junior,PhD,44331,3,1,2,0,1
39,IT,Junior,Bachelor,196805,2,2,2,0,1
37,IT,Senior,Master,178348,4,1,1,0,1
38,Sales,Executive,High School,113317,7,1,3,1,1
27,HR,Manager,Bachelor,31443,16,4,3,0,0
47,Finance,Executive,High School,145003,16,1,3,0,0
59,Operations,Manager,Master,135778,18,3,4,1,0
50,HR,Manager,Bachelor,52116,10,2,3,1,0
43,Finance,Manager,Bachelor,101857,7,3,1,1,0
40,Finance,Senior,High School,79114,16,3,3,0,0
43,IT,Executive,High School,187391,7,2,4,0,0
46,IT,Manager,PhD,199071,6,2,1,0,1
34,Finance,Senior,PhD,78079,15,1,4,1,1
51,HR,Manager,Master,60325,3,3,4,0,0
47,Operations,Senior,Bachelor,95024,4,3,2,1,0
29,Sales,Senior,Bachelor,51662,11,1,4,0,0
43,HR,Junior,High School,130550,12,2,1,0,1
30,Finance,Manager,PhD,80711,13,4,1,0,0
43,Operations,Executive,Master,78392,10,4,1,0,0
30,Sales,Junior,PhD,49194,15,2,3,0,0
22,Finance,Senior,Bachelor,125323,13,2,3,0,0
57,Operations,Junior,High School,119980,2,3,4,1,0
58,Operations,Senior,High School,86091,13,1,4,1,1
58,Sales,Senior,Bachelor,167691,19,1,2,0,1
21,Finance,Manager,Bachelor,134973,7,4,1,0,0
38,IT,Senior,High School,56419,1,1,2,1,1
55,HR,Junior,High School,97121,7,2,1,1,1
27,Sales,Senior,Bachelor,33364,2,4,4,0,0
42,HR,Executive,Master,111363,15,3,3,1,0
45,Sales,Executive,Master,183975,7,3,3,1,0
43,IT,Manager,PhD,129660,19,1,4,0,0
29,HR,Senior,High School,38241,9,4,4,1,0
47,Operations,Executive,Bachelor,41825,2,4,1,0,0
31,Operations,Executive,PhD,176600,10,2,2,1,1
47,HR,Senior,High School,143208,10,3,2,1,0
48,Finance,Executive,PhD,116926,8,4,2,0,0
38,Operations,Executive,Master,121733,10,4,4,0,0
56,Sales,Manager,PhD,89456,7,2,2,0,1
54,Finance,Manager,PhD,186670,18,1,2,0,1
33,Sales,Executive,Bachelor,105565,12,4,1,0,0
50,IT,Manager,Bachelor,42349,16,1,4,1,1
48,Operations,Senior,Master,108669,8,3,1,1,0
42,IT,Manager,PhD,137162,2,1,1,1,1
44,Finance,Senior,PhD,47974,11,1,3,1,1
50,Sales,Manager,PhD,67055,11,2,2,0,0
58,Operations,Manager,Master,79687,0,4,3,0,0
40,HR,Senior,Bachelor,137233,5,2,3,0,0
26,IT,Senior,PhD,100940,18,3,2,0,0
53,Operations,Executive,PhD,116705,4,3,2,0,0
58,HR,Executive,High School,102013,16,1,1,0,1
35,Finance,Junior,Master,144867,14,3,3,1,0
35,HR,Manager,High School,146849,1,2,3,1,1
52,Finance,Junior,PhD,22874,15,2,1,0,1
34,IT,Executive,High School,97392,17,4,1,0,0
28,HR,Junior,Master,94918,14,1,2,1,1
56,Sales,Junior,Master,85204,14,4,3,1,0
42,Sales,Executive,High School,71317,14,1,3,1,0
58,Sales,Manager,Master,119758,17,4,3,1,0
40,Finance,Manager,Master,26645,13,3,2,0,0
44,HR,Senior,Bachelor,95684,3,4,2,0,0
41,Operations,Senior,High School,173627,5,2,3,1,0
48,HR,Senior,Bachelor,101881,2,4,4,1,0
43,HR,Executive,PhD,122017,6,2,3,0,0
44,IT,Executive,PhD,111883,4,2,1,1,1
59,Operations,Junior,PhD,90018,9,4,2,1,0
43,Sales,Junior,High School,166299,13,3,3,0,0
24,Finance,Junior,Bachelor,23652,0,2,3,0,1
24,Operations,Senior,Bachelor,94856,1,3,3,0,0
50,Sales,Senior,Bachelor,132072,14,3,3,0,0
48,Finance,Junior,Bachelor,161386,19,1,2,0,1
51,Operations,Manager,Master,138185,6,1,3,1,0
53,Finance,Junior,PhD,113762,5,1,4,0,0
39,Finance,Junior,High School,86618,1,1,2,1,1
30,Sales,Senior,PhD,197120,0,4,3,0,0
45,IT,Senior,PhD,78501,7,1,4,0,0
57,Sales,Executive,PhD,62866,17,1,4,0,0
33,Operations,Executive,High School,110415,13,2,2,1,1
26,Sales,Junior,Master,46022,1,2,4,1,1
50,Sales,Senior,High School,20935,7,2,2,0,1
43,Sales,Senior,Bachelor,41751,2,1,2,0,1
56,Operations,Senior,Master,95350,18,1,1,0,1
36,Operations,Manager,Bachelor,86949,11,2,3,0,0
28,Finance,Senior,Bachelor,79075,13,4,3,0,0
36,Finance,Manager,PhD,57350,17,2,2,0,1
31,Operations,Executive,High School,53097,6,1,1,1,1
21,Finance,Senior,High School,188438,17,4,1,0,0
42,Sales,Senior,PhD,64747,10,3,1,1,1
38,HR,Executive,High School,25722,4,1,2,0,1
56,HR,Junior,Master,112471,5,3,1,0,0
31,Finance,Executive,High School,74618,1,1,1,1,1
40,Finance,Junior,High School,180366,2,3,2,0,0
30,IT,Manager,Bachelor,35689,7,4,1,0,0
30,Sales,Executive,Bachelor,162657,14,4,2,0,0
57,Sales,Junior,High School,173849,5,4,3,0,0
42,IT,Executive,Bachelor,28927,15,1,2,0,1
31,IT,Manager,PhD,64038,1,3,3,0,0
55,HR,Junior,PhD,87103,1,4,2,0,0
29,Sales,Executive,PhD,59406,4,1,3,0,0
35,Sales,Senior,Bachelor,182854,15,2,4,0,0
39,Operations,Executive,Bachelor,36796,4,4,2,0,0
57,Sales,Senior,PhD,181503,19,4,3,1,0
26,HR,Senior,Bachelor,159611,3,1,4,1,0
56,HR,Executive,High School,161296,2,3,4,1,0
25,IT,Senior,Bachelor,166881,14,1,3,0,0
23,HR,Junior,Master,180665,13,2,1,0,1
30,HR,Junior,Bachelor,167597,16,3,4,1,0
33,Operations,Junior,Bachelor,47990,1,1,3,1,1
24,HR,Executive,Bachelor,55104,17,4,3,1,0
53,Finance,Executive,PhD,155069,13,3,4,0,0
54,Finance,Manager,High School,122621,6,2,1,1,1
56,IT,Senior,PhD,100386,7,3,3,0,0
53,Sales,Executive,Bachelor,35403,0,1,2,1,1
41,Sales,Executive,High School,90738,17,2,3,1,0
59,Operations,Senior,High School,151302,16,1,4,1,0
25,HR,Junior,PhD,106251,9,4,3,0,0
33,HR,Junior,Bachelor,87082,7,3,3,0,0
37,HR,Executive,PhD,184396,17,1,3,0,0
30,HR,Senior,High School,189556,16,1,4,0,0
30,HR,Manager,Master,158265,10,1,3,1,0
22,Finance,Manager,Master,131881,4,4,2,0,0
58,Operations,Manager,PhD,86172,6,1,3,1,0
41,IT,Junior,Bachelor,190196,9,4,1,0,0
21,IT,Senior,High School,66860,6,1,3,1,0
50,Finance,Senior,High School,182470,3,1,1,1,1
38,HR,Senior,High School,50829,16,2,2,1,1
55,HR,Executive,Bachelor,115565,7,2,4,1,0
59,Sales,Executive,High School,169063,4,2,3,0,0
42,IT,Executive,Master,89099,12,3,3,0,0
23,Sales,Executive,PhD,176495,11,3,2,1,0
26,IT,Executive,Master,156775,10,3,4,0,0
56,Sales,Senior,Bachelor,130420,12,4,3,1,0
36,HR,Manager,High School,49092,17,3,2,1,0
23,HR,Manager,Bachelor,100707,13,2,3,1,0
56,HR,Executive,PhD,74370,8,3,4,1,0
31,Operations,Manager,Master,59343,16,4,2,0,0
37,Sales,Junior,High School,41759,10,3,4,0,0
39,Operations,Executive,Master,185020,5,4,1,1,0
28,Operations,Manager,High School,76777,15,1,1,1,1
34,Sales,Manager,PhD,167447,19,4,1,1,0
46,HR,Manager,Master,31571,0,1,1,0,1
45,Finance,Executive,Bachelor,92655,2,3,1,0,0
30,IT,Senior,Bachelor,115477,13,4,1,1,0
52,Sales,Junior,Bachelor,185129,3,4,3,0,0
35,HR,Manager,PhD,80470,6,4,3,1,0
24,Operations,Senior,High School,50466,4,1,4,1,1
48,HR,Junior,High School,159755,2,2,4,1,0
24,Sales,Senior,Bachelor,186935,7,2,4,0,0
33,Sales,Executive,Master,56105,8,2,4,1,0
32,IT,Executive,High School,60822,1,3,1,1,1
35,IT,Senior,Bachelor,71546,6,2,3,0,0
49,Sales,Executive,Bachelor,163464,12,2,2,0,1
43,IT,Junior,High School,125697,1,1,3,0,0
33,Operations,Manager,Bachelor,153890,3,3,4,1,0
58,HR,Executive,Master,21632,10,4,3,1,0
55,Finance,Executive,Bachelor,32024,6,1,2,1,1
32,HR,Manager,Master,103805,8,2,4,0,0
50,HR,Executive,Master,111204,1,2,3,1,1
25,Sales,Senior,Bachelor,190833,12,2,1,1,1
22,Finance,Senior,High School,171138,11,1,1,0,1
50,IT,Senior,Bachelor,48421,1,2,1,0,1
55,IT,Manager,Bachelor,115382,14,4,4,0,0
30,HR,Senior,High School,155019,12,1,4,1,1
29,Sales,Manager,Bachelor,124974,7,4,3,1,0
37,Finance,Senior,PhD,146425,13,3,4,0,0
58,Sales,Executive,Master,122375,12,1,4,0,0
50,Finance,Junior,Master,191228,5,3,2,0,0
55,Finance,Executive,Master,168984,12,2,4,1,0
27,IT,Executive,Master,99013,18,1,2,0,1
32,HR,Manager,PhD,21560,0,2,4,1,1
54,IT,Senior,Bachelor,195819,3,2,4,0,0
23,Sales,Junior,Master,55958,1,4,1,0,0
53,IT,Junior,Master,51690,12,4,4,1,0
33,HR,Senior,High School,76682,13,1,4,0,0
31,Operations,Executive,Master,109970,3,3,3,1,0
40,IT,Manager,PhD,62699,9,2,3,1,1
51,Sales,Senior,PhD,71669,5,4,3,0,0
53,HR,Manager,High School,178740,7,4,3,0,0
54,Sales,Senior,PhD,161949,7,1,4,0,0
29,Finance,Senior,Master,37045,15,3,3,1,0
27,HR,Manager,High School,175601,5,3,1,1,0
29,Finance,Junior,PhD,187471,7,1,1,0,1
46,HR,Executive,Bachelor,176467,14,3,2,0,0
22,Operations,Senior,PhD,110318,4,3,2,0,0
25,Operations,Manager,Master,49190,13,1,1,0,0
22,HR,Executive,PhD,81452,6,3,1,0,0
30,Finance,Junior,Master,40229,0,1,1,1,1
51,Finance,Manager,PhD,199300,3,2,3,1,1
53,Sales,Junior,PhD,139387,13,1,4,0,0
26,HR,Manager,Bachelor,48563,4,3,4,0,0
34,Finance,Manager,High School,73152,15,3,2,1,0
34,HR,Manager,PhD,22442,7,1,3,1,1
35,Operations,Senior,Master,189148,16,2,3,0,0
53,Finance,Executive,PhD,20066,19,2,2,1,1
51,Finance,Manager,Bachelor,42768,10,1,4,0,0
37,Operations,Senior,High School,195192,6,1,1,0,1
35,Sales,Senior,High School,135324,17,4,1,1,1
40,HR,Executive,Bachelor,37553,4,1,1,0,1
41,HR,Junior,Master,192010,5,4,1,0,0
49,HR,Manager,Bachelor,147667,9,2,1,0,0
29,HR,Manager,Bachelor,24377,1,4,2,0,1
49,IT,Executive,High School,180710,9,3,4,1,0
54,Operations,Executive,Master,73271,19,2,1,0,1
29,Sales,Senior,Master,81570,14,2,4,1,1
50,Operations,Senior,High School,116050,15,3,4,1,0
37,HR,Executive,Bachelor,102359,9,4,4,0,0
24,IT,Executive,Master,49196,1,3,3,1,0
52,IT,Junior,Master,31183,11,2,1,1,1
52,Operations,Senior,PhD,174558,12,1,2,1,1
27,Finance,Junior,Master,108332,14,4,3,1,0
58,Sales,Manager,Bachelor,144240,2,2,1,1,1
52,IT,Executive,Master,41835,18,3,4,1,0
25,HR,Executive,Bachelor,114344,0,4,3,0,0
23,Finance,Junior,PhD,146958,12,1,2,0,1
40,Sales,Junior,Bachelor,104994,9,4,2,1,1
37,HR,Manager,PhD,54402,16,2,2,1,1
36,Operations,Junior,Master,83622,9,3,4,1,0
31,IT,Junior,High School,108616,12,4,1,1,1
33,Operations,Junior,Master,160287,5,4,4,0,0
38,Finance,Junior,PhD,21008,10,3,3,1,0
34,IT,Junior,PhD,183017,18,1,2,0,0
54,HR,Manager,Bachelor,20542,8,4,1,0,0
32,Finance,Manager,Bachelor,142504,16,3,1,1,0
42,Sales,Junior,High School,164740,16,1,1,1,1
41,HR,Manager,Bachelor,167833,15,2,2,0,1
46,Sales,Executive,PhD,43614,6,4,1,0,0
59,IT,Senior,Master,20354,14,1,1,1,1
22,Sales,Manager,PhD,160942,7,1,3,1,1
36,IT,Senior,Master,181511,4,1,1,0,1
54,Sales,Manager,Bachelor,31646,14,4,1,0,0
31,Operations,Manager,Bachelor,155055,8,1,1,1,1
39,Operations,Executive,High School,166873,14,1,1,1,1
50,Finance,Senior,High School,35023,7,2,2,1,1
27,Sales,Junior,Bachelor,67139,0,2,1,0,1
47,IT,Senior,Master,81626,9,2,2,0,1
42,HR,Junior,Master,88130,0,2,2,0,1
37,IT,Junior,PhD,185062,15,3,1,1,0
35,Operations,Executive,High School,73471,5,1,2,1,1
29,HR,Executive,Master,75824,11,2,3,1,1
32,Sales,Junior,PhD,131656,7,4,4,1,0
28,Operations,Manager,High School,141765,14,2,2,0,0
22,Sales,Senior,PhD,135602,19,3,2,0,0
36,Operations,Manager,High School,175368,12,2,3,1,0
23,Sales,Executive,High School,64810,16,2,3,0,0
51,Operations,Manager,Master,150089,7,1,4,0,0
46,Finance,Manager,PhD,136343,2,2,3,1,1
22,IT,Senior,Bachelor,147512,10,2,4,0,0
50,IT,Junior,Bachelor,45035,1,4,3,0,0
33,Sales,Executive,PhD,180328,19,4,4,0,0
57,Sales,Senior,Bachelor,49935,18,2,1,0,1
34,HR,Executive,Bachelor,128548,17,4,2,0,0
21,HR,Senior,Master,41549,12,4,1,0,0
52,IT,Junior,Master,174942,7,1,2,0,1
26,IT,Executive,Bachelor,120707,15,3,4,1,0
42,Finance,Manager,Master,197004,6,3,3,0,0
31,Sales,Manager,PhD,184256,0,1,1,0,1
43,Sales,Executive,PhD,133555,6,1,1,0,1
34,IT,Junior,Master,42019,15,1,3,0,0
34,Sales,Senior,Bachelor,110851,5,3,4,0,0
40,HR,Junior,PhD,47572,18,1,3,1,0
27,Sales,Manager,PhD,63653,7,3,3,1,0
39,HR,Junior,High School,89381,14,4,2,0,0
46,Operations,Junior,Bachelor,69315,13,2,4,1,1
42,Sales,Executive,PhD,74738,14,2,1,1,1
26,Operations,Manager,Bachelor,158248,4,1,1,1,1
33,IT,Junior,Bachelor,168392,14,1,4,1,0
30,Sales,Junior,High School,34727,6,3,4,0,0
39,Finance,Manager,Bachelor,165978,0,3,4,1,0
51,Finance,Manager,PhD,81083,1,2,1,0,1
30,Operations,Executive,Master,184996,1,4,4,0,0
57,Finance,Junior,Bachelor,34118,2,2,3,0,1
33,HR,Manager,Master,125815,6,1,4,1,1
37,IT,Manager,High School,188316,11,4,2,1,0
25,HR,Senior,PhD,39459,13,2,4,0,1
41,IT,Executive,PhD,25357,5,1,4,0,0
59,Finance,Senior,High School,147150,1,1,3,1,1
40,IT,Senior,Bachelor,23743,0,4,1,1,1
27,HR,Senior,Bachelor,188605,11,4,2,1,0
35,Operations,Junior,PhD,125687,11,2,2,0,0
35,Operations,Executive,Master,91691,11,1,3,1,1
43,Sales,Executive,High School,31172,13,3,3,0,0
53,HR,Senior,Bachelor,45231,5,4,4,0,0
22,HR,Executive,Master,36033,6,1,4,1,1
52,Operations,Senior,High School,74315,7,1,1,0,1
35,Finance,Junior,Bachelor,74528,15,3,4,1,0
27,Operations,Senior,Bachelor,131799,7,4,2,1,0
29,Sales,Senior,Master,183397,17,2,1,1,1
48,Sales,Executive,PhD,77215,12,2,4,0,0
42,HR,Senior,Bachelor,199635,10,2,2,1,1
23,HR,Manager,Bachelor,161362,4,4,4,1,0
22,Sales,Junior,High School,49653,10,3,2,0,0
42,HR,Senior,Master,24177,13,2,2,1,1
45,IT,Manager,Bachelor,71334,15,4,1,0,0
45,Sales,Manager,Bachelor,178507,19,3,3,0,0
52,Sales,Executive,Master,120270,10,4,1,0,0
27,HR,Junior,High School,40845,4,1,2,1,1
51,IT,Senior,Master,112407,13,2,1,0,1
57,Sales,Junior,High School,196940,8,3,2,0,0
24,IT,Junior,PhD,44557,11,4,3,0,0
53,Sales,Senior,Bachelor,123764,12,3,3,1,0
35,IT,Junior,Bachelor,66203,18,4,2,0,0
29,Operations,Junior,Master,109603,18,2,4,0,0
26,Sales,Executive,PhD,88128,16,2,2,0,1
51,IT,Senior,High School,137736,12,1,2,0,1
54,Operations,Senior,PhD,173434,10,4,4,1,0
58,HR,Senior,PhD,88014,15,2,2,0,1
33,Finance,Junior,Bachelor,109327,0,3,2,1,1
56,IT,Junior,Bachelor,163405,17,4,2,1,0
52,Operations,Manager,Master,173150,3,4,3,1,0
42,Sales,Executive,High School,159498,1,2,3,1,1
49,Operations,Executive,High School,128083,13,2,1,0,1
31,Finance,Senior,PhD,126394,9,1,4,1,1
26,Finance,Senior,PhD,133336,7,4,2,1,0
25,Finance,Senior,Master,100953,3,1,4,1,1
21,HR,Executive,Master,161342,16,1,2,0,1
59,IT,Executive,PhD,94419,7,4,3,1,0
30,Sales,Executive,High School,26542,1,2,2,0,1
30,IT,Senior,High School,81099,7,2,4,1,0
44,IT,Executive,PhD,121841,14,1,4,1,0
27,HR,Manager,Master,87323,4,1,3,0,0
42,Sales,Senior,Master,52092,17,3,4,0,0
41,HR,Executive,Master,124077,17,1,2,0,1
42,Sales,Executive,Bachelor,78296,2,4,2,1,0
53,Operations,Senior,PhD,22577,6,1,3,1,1
45,Sales,Junior,Master,76388,8,3,4,1,0
51,HR,Junior,Master,114152,11,4,1,1,1
36,Operations,Senior,High School,174670,4,1,3,0,0
35,Sales,Manager,Master,112086,10,4,3,1,0
49,Finance,Junior,High School,174282,5,3,4,0,0
39,HR,Manager,PhD,88646,2,3,1,0,0
37,Operations,Senior,Bachelor,76131,2,1,4,1,0
46,Finance,Senior,Master,158580,2,4,2,1,0
56,Operations,Junior,Bachelor,148068,2,3,2,0,0
56,Sales,Manager,Bachelor,162040,16,1,4,0,0
55,Sales,Executive,Bachelor,165115,9,2,2,1,1
43,Operations,Junior,Bachelor,105978,17,4,4,1,0
29,Operations,Manager,Master,169023,14,1,3,1,1
54,Sales,Senior,Master,132273,5,4,3,0,0
38,IT,Senior,Bachelor,184648,7,4,3,0,0
36,Operations,Senior,Bachelor,41555,4,3,4,0,0
52,IT,Junior,Master,38835,6,4,4,1,0
48,Sales,Senior,Master,65566,12,4,4,0,0
52,Finance,Senior,PhD,107507,2,4,2,0,0
38,Finance,Manager,High School,65693,9,1,4,0,0
54,HR,Junior,Bachelor,95405,1,1,1,1,1
49,HR,Executive,Bachelor,51079,11,3,1,0,0
41,Sales,Manager,PhD,106781,7,2,1,0,1
21,Operations,Manager,High School,157324,18,4,1,0,0
36,Finance,Senior,Bachelor,155398,18,2,2,0,1
53,Operations,Senior,High School,26796,13,4,4,0,0
41,IT,Junior,Master,93142,17,2,3,1,0
55,Sales,Senior,High School,102721,0,1,3,0,1
47,HR,Senior,Master,66365,17,2,4,0,0
40,Sales,Executive,Bachelor,142759,11,1,2,1,1
51,HR,Manager,PhD,124698,11,2,2,0,1
36,Sales,Executive,High School,72291,15,1,3,1,0
34,Sales,Executive,Master,130283,0,4,1,1,1
52,HR,Executive,High School,136487,19,2,1,0,0
52,IT,Executive,Master,105539,15,1,3,0,0
22,Sales,Junior,High School,155788,16,4,4,1,0
42,Finance,Junior,Master,149262,13,3,2,0,0
57,Sales,Executive,High School,91667,9,2,3,0,0
37,Operations,Senior,High School,195240,11,4,3,0,0
52,Finance,Executive,Bachelor,101563,7,4,2,0,0
58,Operations,Executive,Bachelor,154206,8,2,1,0,1
37,HR,Manager,Master,137019,11,2,3,1,1
54,HR,Executive,Master,90939,10,1,2,1,1
27,HR,Junior,High School,32490,7,1,1,1,1
49,Operations,Junior,Master,106178,9,4,3,0,0
37,HR,Executive,Bachelor,72790,19,3,1,1,0
44,Finance,Manager,Master,28359,2,3,3,1,0
28,HR,Manager,Bachelor,113434,16,1,2,1,1
43,Sales,Junior,PhD,120954,10,1,1,0,1
53,Operations,Manager,Bachelor,129519,0,2,2,0,1
49,Operations,Junior,Bachelor,93870,7,1,1,0,1
39,Operations,Senior,Master,33107,12,2,3,0,1
25,Operations,Senior,High School,78921,9,3,2,0,0
57,IT,Junior,PhD,171734,14,3,1,1,0
43,HR,Senior,Master,166496,2,1,2,1,1
46,Sales,Junior,Bachelor,33295,14,4,4,0,0
44,Sales,Executive,PhD,115218,12,3,2,0,0
41,Operations,Executive,PhD,170320,2,1,4,0,0
53,Sales,Junior,PhD,178762,8,1,3,0,0
46,HR,Manager,PhD,146924,4,3,1,0,0
30,Finance,Manager,Bachelor,148335,2,1,1,0,1
49,Sales,Junior,Bachelor,51385,2,3,2,0,0
55,IT,Manager,Master,190395,4,1,4,1,0
48,Operations,Junior,PhD,181094,3,2,4,0,0
32,Finance,Manager,Bachelor,83825,18,2,4,0,0
27,Finance,Junior,Master,52209,3,4,3,0,0
36,Operations,Junior,Master,34234,11,3,1,0,1
40,Operations,Manager,Bachelor,47121,19,3,2,0,0
49,Sales,Executive,Bachelor,88498,10,2,2,1,1
55,Operations,Manager,PhD,198533,10,4,1,1,0
48,IT,Senior,High School,27922,13,1,3,1,1
27,HR,Senior,High School,144233,14,2,2,1,1
42,Finance,Senior,PhD,148476,4,2,3,0,0
34,Operations,Junior,Master,33396,4,2,2,0,1
56,Sales,Executive,PhD,195088,18,4,4,1,0
30,Operations,Senior,PhD,121045,9,2,1,1,1
22,IT,Senior,PhD,169690,6,1,2,1,1
42,Operations,Junior,PhD,85842,14,4,3,1,0
36,IT,Executive,PhD,160139,10,1,3,1,0
55,Operations,Manager,Master,83221,7,1,2,0,0
31,HR,Senior,High School,184648,19,4,2,1,0
53,Sales,Junior,PhD,57137,19,4,3,0,0
